strain,nextstrain_besttree,nextstrain_0,nextstrain_1,nextstrain_2,nextstrain_3,nextstrain_4,nextstrain_5,nextstrain_6,nextstrain_7,nextstrain_8,nextstrain_9,tnet_bias, tnet_random_sample
EPI_ISL_462465,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,Germany,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina
EPI_ISL_455631,Germany,BosniaandHerzegovina,Poland,CzechRepublic,NewZealand,Belgium,SouthAfrica,Germany,Russia,BosniaandHerzegovina,Luxembourg,Poland,SouthAfrica
EPI_ISL_451202,BosniaandHerzegovina,Uganda,Luxembourg,BosniaandHerzegovina,Luxembourg,DemocraticRepublicoftheCongo,Luxembourg,Spain,Denmark,Germany,Uganda,Italy,Uganda
EPI_ISL_452242,Sweden,Uganda,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Germany,Sweden,Sweden,Sweden,Sweden
EPI_ISL_455679,India,India,India,Uganda,Italy,India,Germany,Israel,India,Italy,Sweden,India,India
EPI_ISL_426895,BosniaandHerzegovina,India,CzechRepublic,CzechRepublic,CzechRepublic,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,CzechRepublic,India,BosniaandHerzegovina,CzechRepublic
EPI_ISL_436727,Italy,Uganda,Germany,Israel,Italy,Italy,Italy,Italy,Italy,Italy,Sweden,Italy,Italy
EPI_ISL_451197,Russia,Uganda,Italy,Uganda,India,Italy,Taiwan,Italy,Germany,Russia,Russia,Italy,Uganda
EPI_ISL_455471,Romania,India,Romania,Portugal,Romania,Romania,UnitedArabEmirates,Romania,Romania,Romania,Romania,Romania,Romania
EPI_ISL_447038,India,India,India,India,Italy,India,Germany,India,Germany,Italy,Italy,Russia,India
EPI_ISL_462996,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain
EPI_ISL_445323,Chile,Spain,Chile,Spain,Chile,Chile,Spain,Chile,Mexico,Hungary,Chile,Spain,Chile
EPI_ISL_450208,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
EPI_ISL_406862,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Italy,Germany,Germany,Germany
EPI_ISL_420456,Poland,Germany,Italy,Chile,Chile,Australia,France,Norway,Chile,Chile,Netherlands,Italy,Chile
EPI_ISL_450207,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
EPI_ISL_417563,Norway,Germany,Italy,Iceland,Poland,Norway,Italy,Italy,Italy,Austria,Netherlands,Italy,Iceland
EPI_ISL_420139,Norway,Germany,Italy,Norway,Norway,Norway,Italy,Norway,Italy,Austria,Italy,Norway,Norway
EPI_ISL_422421,Taiwan,Taiwan,Taiwan,Taiwan,Sweden,Taiwan,Taiwan,Taiwan,Canada,France,Taiwan,Sweden,Taiwan
EPI_ISL_436900,France,USA,Norway,USA,Netherlands,USA,Taiwan,Norway,USA,USA,India,Norway,Norway
EPI_ISL_450352,Norway,USA,Norway,Canada,Norway,Norway,Norway,Norway,Norway,Norway,Italy,Norway,Norway
EPI_ISL_425132,Netherlands,Germany,Italy,Switzerland,Germany,Germany,France,Germany,Sweden,Italy,India,Germany,Germany
EPI_ISL_434632,France,Italy,France,France,France,France,France,France,France,France,France,France,France
EPI_ISL_436726,Netherlands,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,France,Italy,Italy,Italy
EPI_ISL_452223,Switzerland,Italy,Switzerland,Germany,Italy,Sweden,Luxembourg,Switzerland,France,Germany,France,France,Germany
EPI_ISL_451306,Italy,Italy,Italy,Italy,Italy,UnitedKingdom,Italy,Italy,Italy,Italy,Italy,Italy,Italy
EPI_ISL_460084,Italy,Italy,Italy,Spain,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy
EPI_ISL_460684,Netherlands,Netherlands,Netherlands,Denmark,Netherlands,Switzerland,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands
EPI_ISL_422688,Netherlands,Netherlands,Netherlands,France,Netherlands,Belgium,Poland,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands
EPI_ISL_420313,Norway,Belgium,Italy,France,CzechRepublic,Norway,Norway,Norway,Norway,Norway,Norway,Norway,Norway
EPI_ISL_420346,Netherlands,Belgium,Italy,Belgium,Netherlands,Poland,Germany,Germany,Belgium,Belgium,Netherlands,Belgium,Belgium
EPI_ISL_417339,France,France,France,France,France,Switzerland,France,France,France,France,France,France,France
EPI_ISL_417639,Hungary,France,Iceland,Spain,Spain,Spain,Austria,Italy,Mexico,Iceland,UnitedKingdom,Spain,Iceland
EPI_ISL_460087,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy
EPI_ISL_416742,Italy,Italy,CzechRepublic,CzechRepublic,Italy,Italy,CzechRepublic,Brazil,Brazil,Brazil,Luxembourg,Norway,CzechRepublic
EPI_ISL_414015,Brazil,Brazil,CzechRepublic,Belgium,Brazil,Brazil,Italy,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
EPI_ISL_430469,Italy,Brazil,Brazil,Netherlands,Sweden,Brazil,Brazil,Brazil,Brazil,BosniaandHerzegovina,Greece,France,Greece
EPI_ISL_413591,Israel,Netherlands,Italy,Netherlands,Belgium,Belgium,Netherlands,Chile,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands
EPI_ISL_455444,Poland,Netherlands,Poland,Poland,Iceland,BosniaandHerzegovina,Sweden,Poland,Italy,Brazil,Poland,Italy,Poland
EPI_ISL_415466,Netherlands,Netherlands,Netherlands,Netherlands,France,Japan,Netherlands,France,Sweden,Italy,NewZealand,Belgium,Netherlands
EPI_ISL_418212,Senegal,Netherlands,Senegal,Senegal,Portugal,Senegal,Senegal,Senegal,Senegal,Senegal,Senegal,Senegal,Senegal
EPI_ISL_420146,Norway,Japan,Italy,Norway,Norway,Norway,Norway,Norway,Norway,Norway,Norway,Norway,Norway
EPI_ISL_416525,Japan,Japan,Italy,Senegal,Brazil,Austria,France,Portugal,Japan,Japan,Italy,Poland,Japan
EPI_ISL_426289,Norway,Netherlands,Oman,Sweden,Latvia,Sweden,Italy,Taiwan,Latvia,Austria,Italy,Poland,Latvia
EPI_ISL_420598,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,France,Netherlands
EPI_ISL_422612,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands
EPI_ISL_460094,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy
EPI_ISL_460083,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy
EPI_ISL_414019,Switzerland,Italy,Italy,Spain,Switzerland,Switzerland,Hungary,Italy,Russia,Italy,Spain,Spain,Switzerland
EPI_ISL_457749,Norway,Italy,Italy,Italy,Italy,Norway,Italy,Italy,Italy,Italy,Italy,Italy,Norway
EPI_ISL_417423,Italy,Italy,Poland,Italy,Italy,Belgium,Italy,Italy,Italy,Italy,Italy,Italy,Italy
EPI_ISL_415154,Belgium,Italy,Italy,SouthAfrica,Italy,Belgium,Luxembourg,Italy,Belgium,Italy,Netherlands,Belgium,Belgium
EPI_ISL_455861,Sweden,Sweden,Sweden,Sweden,Luxembourg,Sweden,Sweden,Italy,Sweden,Italy,Sweden,Sweden,Sweden
EPI_ISL_451707,Sweden,Sweden,Switzerland,Switzerland,Switzerland,Switzerland,Sweden,Switzerland,Sweden,Switzerland,Sweden,Sweden,Sweden
EPI_ISL_454875,Sweden,Sweden,Switzerland,Sweden,Switzerland,Sweden,Sweden,Italy,Sweden,Switzerland,Sweden,Sweden,Sweden
EPI_ISL_418217,Luxembourg,Senegal,Belgium,France,Senegal,Senegal,Luxembourg,Switzerland,France,Switzerland,Switzerland,DemocraticRepublicoftheCongo,Senegal
EPI_ISL_450311,DemocraticRepublicoftheCongo,Canada,Canada,DemocraticRepublicoftheCongo,Canada,Canada,France,DemocraticRepublicoftheCongo,Canada,Canada,Canada,Canada,Canada
EPI_ISL_429811,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada
EPI_ISL_463917,Canada,Canada,Canada,Canada,Canada,Canada,Canada,DemocraticRepublicoftheCongo,Canada,Canada,Canada,Canada,Canada
EPI_ISL_465689,France,Canada,CzechRepublic,Israel,UnitedKingdom,Canada,Canada,Canada,Canada,Canada,Switzerland,Canada,Canada
EPI_ISL_457974,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Belgium,Netherlands,Netherlands,Switzerland,Netherlands,Netherlands,France,France
EPI_ISL_422665,Netherlands,Netherlands,Italy,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Italy,Netherlands,Netherlands,Netherlands
EPI_ISL_451810,France,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Belgium,Switzerland,Switzerland,Switzerland
EPI_ISL_420074,Netherlands,Switzerland,Italy,Senegal,Italy,Senegal,Senegal,Chile,Germany,Senegal,India,India,Senegal
EPI_ISL_434878,Netherlands,USA,Italy,Austria,Netherlands,Switzerland,France,Netherlands,Japan,Spain,USA,Argentina,USA
EPI_ISL_457972,Oman,USA,Oman,France,Oman,Oman,India,Thailand,Oman,Oman,Uruguay,Italy,Uruguay
EPI_ISL_451180,Belgium,Switzerland,Belgium,Israel,India,Belgium,Belgium,France,France,Belgium,Belgium,Belgium,Belgium
EPI_ISL_451914,France,Switzerland,Switzerland,Switzerland,Switzerland,Germany,Luxembourg,Switzerland,France,Belgium,Switzerland,Switzerland,Switzerland
EPI_ISL_429766,France,France,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg,France,Luxembourg,Luxembourg,Switzerland,Luxembourg,Luxembourg
EPI_ISL_443291,France,France,France,France,France,Germany,Luxembourg,France,France,France,Switzerland,France,France
EPI_ISL_445183,Colombia,Hungary,Hungary,Chile,Japan,Hungary,Japan,Japan,Japan,Japan,Spain,Spain,Japan
EPI_ISL_435420,Hungary,Hungary,Hungary,Hungary,Spain,Hungary,Spain,Hungary,Hungary,Hungary,Hungary,Hungary,Hungary
EPI_ISL_462451,BosniaandHerzegovina,DemocraticRepublicoftheCongo,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,Italy,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,Belgium,Luxembourg,BosniaandHerzegovina,BosniaandHerzegovina
EPI_ISL_420035,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,Hungary,Germany,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
EPI_ISL_430803,Hungary,Poland,Argentina,Spain,Hungary,Argentina,Spain,Chile,Argentina,Austria,Mexico,Argentina,Argentina
EPI_ISL_451977,Poland,Poland,Poland,USA,Poland,Poland,Poland,Poland,Sweden,Poland,India,Poland,Poland
EPI_ISL_422629,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands
EPI_ISL_422952,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands
EPI_ISL_451976,Poland,Poland,Poland,Sweden,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland
EPI_ISL_428926,Poland,Poland,Poland,Switzerland,Poland,Poland,Poland,Poland,Netherlands,Poland,Poland,Poland,Poland
EPI_ISL_428925,Poland,Poland,Poland,Israel,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland
EPI_ISL_418410,UnitedKingdom,Australia,Portugal,Spain,Portugal,Portugal,Hungary,Morocco,Portugal,SaudiArabia,Portugal,Spain,Finland
EPI_ISL_418801,Norway,Australia,Belgium,France,Poland,Norway,Norway,Australia,Norway,Norway,Norway,Norway,Australia
EPI_ISL_447523,Hungary,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain
EPI_ISL_418422,Switzerland,Spain,Switzerland,Germany,France,France,Luxembourg,France,France,Belgium,BosniaandHerzegovina,France,France
EPI_ISL_450523,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Switzerland,BosniaandHerzegovina,Latvia,Latvia,Switzerland,Latvia,Latvia
EPI_ISL_426288,Latvia,Latvia,Latvia,Latvia,Switzerland,Latvia,BosniaandHerzegovina,Latvia,BosniaandHerzegovina,Luxembourg,Latvia,Latvia,Latvia
EPI_ISL_450243,Russia,Russia,Sweden,Sweden,Switzerland,Sweden,Sweden,Sweden,Germany,Sweden,Sweden,Sweden,Sweden
EPI_ISL_462456,BosniaandHerzegovina,Russia,BosniaandHerzegovina,BosniaandHerzegovina,Senegal,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina
EPI_ISL_430799,Argentina,Argentina,Argentina,Spain,Argentina,Argentina,Argentina,Argentina,Argentina,Belgium,Spain,Argentina,Argentina
EPI_ISL_430800,Spain,Argentina,Argentina,Argentina,Argentina,UnitedKingdom,Argentina,Argentina,Argentina,Hungary,Argentina,Spain,Argentina
EPI_ISL_437281,Germany,Germany,Luxembourg,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
EPI_ISL_450530,Germany,Germany,Poland,Poland,Belgium,Brazil,Colombia,Chile,Poland,Poland,Israel,Poland,Poland
EPI_ISL_448307,UnitedKingdom,Spain,Argentina,Spain,Russia,UnitedKingdom,Spain,Oman,Argentina,Spain,Argentina,Spain,UnitedKingdom
EPI_ISL_463000,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain
EPI_ISL_450288,Russia,Russia,Russia,Russia,Russia,Luxembourg,Russia,Germany,Russia,Russia,Italy,Russia,Russia
EPI_ISL_445071,Luxembourg,Russia,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Belgium,Luxembourg,Luxembourg,Luxembourg
EPI_ISL_452104,Germany,Germany,Germany,Poland,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
EPI_ISL_435049,Germany,Germany,India,Belgium,Russia,Germany,Luxembourg,India,India,India,Israel,India,India
EPI_ISL_447455,Netherlands,Netherlands,Germany,Israel,USA,Taiwan,Israel,Australia,Israel,Austria,Israel,France,Israel
EPI_ISL_461177,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands
EPI_ISL_447236,DemocraticRepublicoftheCongo,Belgium,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,Belgium,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
EPI_ISL_445371,Spain,Belgium,Spain,Chile,Chile,Chile,Spain,Spain,Chile,Chile,Italy,Spain,Chile
EPI_ISL_462236,Switzerland,Belgium,Belgium,Italy,Belgium,Italy,Belgium,Belgium,Italy,Belgium,Belgium,Belgium,Belgium
EPI_ISL_424658,Belgium,Belgium,Belgium,Senegal,Belgium,Belgium,Belgium,Switzerland,Belgium,Belgium,Belgium,Belgium,Belgium
EPI_ISL_456295,Netherlands,UnitedKingdom,Poland,USA,Luxembourg,Netherlands,NewZealand,Poland,NewZealand,Portugal,India,Italy,NewZealand
EPI_ISL_449070,UnitedKingdom,UnitedKingdom,UnitedKingdom,UnitedKingdom,Italy,UnitedKingdom,UnitedKingdom,Switzerland,Italy,UnitedKingdom,Switzerland,UnitedKingdom,UnitedKingdom
EPI_ISL_427311,Russia,Hungary,Russia,Russia,Russia,Hungary,Hungary,Russia,Russia,Russia,Russia,Russia,Russia
EPI_ISL_435424,Hungary,Hungary,Hungary,Hungary,Hungary,Hungary,Hungary,Hungary,Spain,Hungary,Spain,Hungary,Hungary
EPI_ISL_434507,DemocraticRepublicoftheCongo,Belgium,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg,BosniaandHerzegovina,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg
EPI_ISL_458181,Belgium,Belgium,Belgium,Belgium,Russia,Belgium,France,Colombia,UnitedKingdom,Belgium,Belgium,Poland,Belgium
EPI_ISL_445242,Russia,India,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden
EPI_ISL_455653,Italy,India,Italy,Denmark,India,Luxembourg,France,Switzerland,UnitedKingdom,India,India,BosniaandHerzegovina,India
EPI_ISL_430804,Argentina,Uganda,Argentina,Argentina,Spain,Argentina,Spain,Hungary,Argentina,Argentina,Argentina,Argentina,Argentina
EPI_ISL_451201,Uganda,Uganda,Denmark,Uganda,Luxembourg,Uganda,Uganda,Uganda,Uganda,Uganda,Netherlands,Uganda,Uganda
EPI_ISL_451198,Uganda,Uganda,SaudiArabia,Uganda,NewZealand,Uganda,Netherlands,Uganda,Uganda,Uganda,BosniaandHerzegovina,Uganda,Uganda
EPI_ISL_452610,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain
EPI_ISL_421204,Belgium,Spain,Belgium,Italy,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium,DemocraticRepublicoftheCongo,Belgium,Belgium
EPI_ISL_447547,India,India,India,Germany,India,India,Colombia,India,India,India,India,India,India
EPI_ISL_428945,Luxembourg,India,Luxembourg,Luxembourg,Luxembourg,Luxembourg,SouthAfrica,Luxembourg,Germany,Luxembourg,Luxembourg,Luxembourg,Luxembourg
EPI_ISL_426893,India,Germany,Austria,CzechRepublic,India,India,Netherlands,BosniaandHerzegovina,BosniaandHerzegovina,CzechRepublic,BosniaandHerzegovina,Switzerland,CzechRepublic
EPI_ISL_466902,Germany,Germany,India,Germany,Germany,Germany,Luxembourg,Germany,Luxembourg,Taiwan,Belgium,UnitedKingdom,Germany
EPI_ISL_462995,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain
EPI_ISL_455476,Romania,Spain,Romania,Poland,Romania,Romania,Sweden,Romania,Romania,Romania,Romania,Romania,Romania
EPI_ISL_443261,France,France,Switzerland,France,Italy,France,Luxembourg,France,France,France,Switzerland,France,France
EPI_ISL_421653,Latvia,Australia,Latvia,Latvia,Latvia,Latvia,Luxembourg,Latvia,Belgium,France,Latvia,Latvia,Latvia
EPI_ISL_426806,Switzerland,Australia,Belgium,Australia,Netherlands,BosniaandHerzegovina,Switzerland,Switzerland,Switzerland,DemocraticRepublicoftheCongo,Switzerland,DemocraticRepublicoftheCongo,Australia
EPI_ISL_435141,France,Italy,Sweden,UnitedArabEmirates,Netherlands,UnitedArabEmirates,Sweden,UnitedArabEmirates,Sweden,France,Netherlands,Italy,UnitedArabEmirates
EPI_ISL_452345,Iceland,Italy,Spain,China,Spain,Spain,Spain,China,UnitedKingdom,France,Spain,Spain,Spain
EPI_ISL_460079,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy
EPI_ISL_420070,France,Italy,France,France,France,France,France,France,France,France,France,France,France
EPI_ISL_414523,UnitedKingdom,Italy,UnitedKingdom,UnitedKingdom,UnitedKingdom,UnitedKingdom,Canada,India,Chile,UnitedKingdom,Switzerland,UnitedKingdom,UnitedKingdom
EPI_ISL_428932,Poland,Italy,Italy,Chile,UnitedKingdom,Australia,Netherlands,Italy,Chile,Chile,India,Italy,Poland
EPI_ISL_464204,UnitedKingdom,Italy,UnitedKingdom,UnitedKingdom,Spain,Argentina,Spain,UnitedKingdom,UnitedKingdom,UnitedKingdom,Mexico,Spain,UnitedKingdom
EPI_ISL_435140,Russia,Italy,Russia,Russia,Bangladesh,UnitedArabEmirates,Russia,Poland,Netherlands,Russia,SaudiArabia,Russia,UnitedArabEmirates
EPI_ISL_451303,Switzerland,Italy,Italy,Italy,Spain,Hungary,Italy,Italy,Italy,Italy,Italy,Spain,Italy
EPI_ISL_412964,Italy,Italy,Brazil,Italy,Brazil,Italy,Brazil,Norway,Brazil,Japan,Italy,Brazil,Brazil
EPI_ISL_434634,France,Switzerland,France,France,France,France,France,Switzerland,France,France,France,France,France
EPI_ISL_451886,France,Switzerland,Switzerland,BosniaandHerzegovina,Switzerland,UnitedArabEmirates,Switzerland,Switzerland,Switzerland,Belgium,Switzerland,Switzerland,Switzerland
EPI_ISL_416524,Japan,Spain,Netherlands,France,Italy,Japan,Netherlands,India,Japan,Japan,Japan,Netherlands,Japan
EPI_ISL_452517,Argentina,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Switzerland,Spain,Spain,Spain,Spain
EPI_ISL_426888,CzechRepublic,BosniaandHerzegovina,CzechRepublic,CzechRepublic,CzechRepublic,Senegal,France,USA,CzechRepublic,Switzerland,CzechRepublic,Italy,CzechRepublic
EPI_ISL_462475,DemocraticRepublicoftheCongo,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,Luxembourg,BosniaandHerzegovina,BosniaandHerzegovina,Switzerland,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina
EPI_ISL_462458,BosniaandHerzegovina,BosniaandHerzegovina,Latvia,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,DemocraticRepublicoftheCongo,BosniaandHerzegovina,BosniaandHerzegovina
EPI_ISL_447837,Norway,BosniaandHerzegovina,Germany,Austria,BosniaandHerzegovina,Norway,Norway,BosniaandHerzegovina,Norway,Norway,Norway,Norway,Norway
EPI_ISL_462474,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,Switzerland,BosniaandHerzegovina,France,BosniaandHerzegovina,Belgium,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina
EPI_ISL_444989,Spain,BosniaandHerzegovina,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Japan,Spain,Spain,Spain
EPI_ISL_435421,Hungary,BosniaandHerzegovina,Belgium,Hungary,Hungary,Denmark,Belgium,DemocraticRepublicoftheCongo,Luxembourg,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,Belgium,Belgium
EPI_ISL_428854,Italy,BosniaandHerzegovina,Italy,Italy,Italy,Italy,BosniaandHerzegovina,Poland,Netherlands,Italy,Poland,Italy,Italy
EPI_ISL_462461,Switzerland,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,Belgium,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina
EPI_ISL_437089,Latvia,BosniaandHerzegovina,India,BosniaandHerzegovina,Italy,Italy,Sweden,Poland,Latvia,Russia,BosniaandHerzegovina,Sweden,Latvia
EPI_ISL_420563,Italy,Italy,Italy,Italy,Germany,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy
EPI_ISL_428949,Luxembourg,Italy,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Denmark,Poland,Luxembourg,Luxembourg,Luxembourg
EPI_ISL_462469,BosniaandHerzegovina,BosniaandHerzegovina,CzechRepublic,BosniaandHerzegovina,Brazil,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,Sweden,BosniaandHerzegovina,BosniaandHerzegovina
EPI_ISL_430071,Russia,BosniaandHerzegovina,Italy,Russia,Russia,India,Uganda,Israel,Germany,Russia,Russia,Russia,Russia
EPI_ISL_451879,Switzerland,Switzerland,UnitedKingdom,Luxembourg,Italy,Switzerland,Netherlands,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland
EPI_ISL_444974,Spain,Switzerland,Spain,Spain,Russia,Spain,Spain,Spain,Chile,Spain,Spain,Spain,Spain
EPI_ISL_452098,Switzerland,Switzerland,UnitedKingdom,Denmark,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Norway,Switzerland
EPI_ISL_413999,Switzerland,Switzerland,Italy,Denmark,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Norway,Switzerland
EPI_ISL_459972,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco
EPI_ISL_459981,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco
