edges,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
Turkey->Iceland,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Israel->DemocraticRepublicoftheCongo,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Oman->Sweden,0.00,0.00,0.10,0.00,0.00,0.00,0.00
UnitedArabEmirates->SouthAfrica,0.00,0.00,0.10,0.00,0.00,0.00,0.00
UnitedArabEmirates->Netherlands,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Australia->Mexico,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Uganda->Germany,0.00,0.00,0.00,0.10,0.00,0.00,0.00
NewZealand->Japan,0.00,0.00,0.00,0.10,0.00,0.00,0.00
NewZealand->Taiwan,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Luxembourg->Chile,0.00,0.00,0.00,0.10,0.00,0.00,0.00
NewZealand->Uganda,0.00,0.00,0.00,0.10,0.00,0.00,0.00
NewZealand->Bangladesh,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Jordan->Canada,0.00,0.00,0.00,0.10,0.00,0.00,0.00
SaudiArabia->Uruguay,0.00,0.00,0.00,0.10,0.00,0.00,0.00
USA->SouthAfrica,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Turkey->Morocco,0.00,0.00,0.09,0.00,0.00,0.00,0.00
Turkey->USA,0.00,0.00,0.09,0.00,0.00,0.00,0.00
Turkey->DemocraticRepublicoftheCongo,0.00,0.00,0.09,0.00,0.00,0.00,0.00
Russia->Finland,0.00,0.00,0.00,0.09,0.00,0.00,0.00
Turkey->Luxembourg,0.00,0.00,0.00,0.09,0.00,0.00,0.00
Turkey->Portugal,0.00,0.00,0.00,0.09,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Turkey,0.00,0.01,0.00,0.01,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Norway,0.00,0.00,0.01,0.00,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Latvia,0.00,0.00,0.01,0.00,0.00,0.00,0.00
